ts,phase,floor,OHT_UT,JAM,Carousel_¤U³f¥¢±Ñ,Carousel_UT
2025/7/23 11:20,P5,B1F,0.34,1,0,0.98
2025/7/23 11:20,P5,1F,0.92,1,1,0.11
2025/7/23 11:20,P5,3F,0.04,2,0,0.09
2025/7/23 11:20,P6,1F,0.44,1,0,0.84
2025/7/23 11:20,P6,3F,0.18,0,0,0.3
2025/7/23 11:20,P7,1F,0.16,0,0,0.35
2025/7/23 11:20,P7,3F,0.34,0,0,0.27
2025/7/23 11:21,P5,B1F,0.23,0,1,0.71
2025/7/23 11:21,P5,1F,0.1,0,0,0.08
2025/7/23 11:21,P5,3F,0.5,0,0,0.9
2025/7/23 11:21,P6,1F,0.1,0,0,0.07
2025/7/23 11:21,P6,3F,0.28,0,0,0.45
2025/7/23 11:21,P7,1F,0.25,0,0,0.98
2025/7/23 11:21,P7,3F,0.75,0,0,0.06
2025/7/23 11:22,P5,B1F,0.35,0,1,0.09
2025/7/23 11:22,P5,1F,0.07,0,0,0.95
2025/7/23 11:22,P5,3F,0.08,0,0,0.43
2025/7/23 11:22,P6,1F,0.02,0,0,0.03
2025/7/23 11:22,P6,3F,0.97,0,0,0.22
2025/7/23 11:22,P7,1F,0.94,1,0,0.48
2025/7/23 11:22,P7,3F,0.18,0,1,0.89
2025/7/23 11:23,P5,B1F,0.24,0,0,0.44
2025/7/23 11:23,P5,1F,0.39,0,0,0.73
2025/7/23 11:23,P5,3F,0.48,0,0,0.69
2025/7/23 11:23,P6,1F,0.64,0,0,0.85
2025/7/23 11:23,P6,3F,0.33,0,0,0.25
2025/7/23 11:23,P7,1F,0,0,0,0.77
2025/7/23 11:23,P7,3F,0.6,1,0,0.45
2025/7/23 11:24,P5,B1F,0.45,0,2,0.11
2025/7/23 11:24,P5,1F,0.35,0,0,0.81
2025/7/23 11:24,P5,3F,0.14,0,0,0.69
2025/7/23 11:24,P6,1F,0.91,0,0,0.67
2025/7/23 11:24,P6,3F,0.16,0,0,0.53
2025/7/23 11:24,P7,1F,0.82,0,0,0.31
2025/7/23 11:24,P7,3F,0.24,0,1,0.76
2025/7/23 11:25,P5,B1F,0.99,1,0,0.58
2025/7/23 11:25,P5,1F,0.82,2,0,0.59
2025/7/23 11:25,P5,3F,0.49,1,0,0.02
2025/7/23 11:25,P6,1F,0.02,0,0,0.99
2025/7/23 11:25,P6,3F,0.32,0,0,0.98
2025/7/23 11:25,P7,1F,0.47,1,0,0.29
2025/7/23 11:25,P7,3F,0.48,0,0,0.7
2025/7/23 11:26,P5,B1F,0.65,0,0,0.91
2025/7/23 11:26,P5,1F,0.98,1,0,0.33
2025/7/23 11:26,P5,3F,0.38,0,0,0.42
2025/7/23 11:26,P6,1F,0.48,1,0,0.27
2025/7/23 11:26,P6,3F,0,0,0,0.92
2025/7/23 11:26,P7,1F,0.82,1,0,1
2025/7/23 11:26,P7,3F,0.39,0,0,0.01
2025/7/23 11:27,P5,B1F,0.87,0,0,0.09
2025/7/23 11:27,P5,1F,0.66,0,0,0.87
2025/7/23 11:27,P5,3F,0.42,1,0,0.1
2025/7/23 11:27,P6,1F,0.57,0,0,0.74
2025/7/23 11:27,P6,3F,0.74,0,0,0.02
2025/7/23 11:27,P7,1F,0.51,0,1,0.56
2025/7/23 11:27,P7,3F,0.88,0,1,0.71
2025/7/23 11:28,P5,B1F,0.94,0,0,0.99
2025/7/23 11:28,P5,1F,0.22,1,0,0.21
2025/7/23 11:28,P5,3F,0.44,2,0,0.19
2025/7/23 11:28,P6,1F,0.24,0,0,0.46
2025/7/23 11:28,P6,3F,0.05,0,0,0.82
2025/7/23 11:28,P7,1F,0.48,0,0,0.78
2025/7/23 11:28,P7,3F,0.05,0,1,0.46
2025/7/23 11:29,P5,B1F,0.49,1,0,0.62
2025/7/23 11:29,P5,1F,0.77,1,0,0.75
2025/7/23 11:29,P5,3F,0.78,0,0,0.23
2025/7/23 11:29,P6,1F,0.54,0,1,0.79
2025/7/23 11:29,P6,3F,0.21,0,1,0.73
2025/7/23 11:29,P7,1F,0.15,1,1,0.02
2025/7/23 11:29,P7,3F,0.35,0,0,0.67
2025/7/23 11:30,P5,B1F,0.7,2,0,0.28
2025/7/23 11:30,P5,1F,0.53,1,1,0.3
2025/7/23 11:30,P5,3F,0.53,0,0,0.6
2025/7/23 11:30,P6,1F,0.37,0,0,0.12
2025/7/23 11:30,P6,3F,0.92,2,0,0.88
2025/7/23 11:30,P7,1F,0.35,1,0,0.02
2025/7/23 11:30,P7,3F,0.86,0,0,0.01
2025/7/23 11:31,P5,B1F,0.04,0,0,0.14
2025/7/23 11:31,P5,1F,0.85,0,0,0.52
2025/7/23 11:31,P5,3F,0.41,1,0,0.8
2025/7/23 11:31,P6,1F,0.15,0,0,0.39
2025/7/23 11:31,P6,3F,0.27,0,0,0.45
2025/7/23 11:31,P7,1F,0.17,0,0,0.75
2025/7/23 11:31,P7,3F,0.38,1,0,0.64
2025/7/23 11:32,P5,B1F,0.99,0,0,0.5
2025/7/23 11:32,P5,1F,0.82,0,0,0.15
2025/7/23 11:32,P5,3F,0.72,0,0,0.6
2025/7/23 11:32,P6,1F,0.47,1,0,0.24
2025/7/23 11:32,P6,3F,0.34,1,1,0.75
2025/7/23 11:32,P7,1F,0.81,0,0,0.1
2025/7/23 11:32,P7,3F,0.1,3,0,0.93
2025/7/23 11:33,P5,B1F,0.26,0,1,0.59
2025/7/23 11:33,P5,1F,0.78,1,0,0.59
2025/7/23 11:33,P5,3F,0.62,0,1,0.82
2025/7/23 11:33,P6,1F,0.37,0,0,0.38
2025/7/23 11:33,P6,3F,0.77,0,0,0.52
2025/7/23 11:33,P7,1F,0.32,1,0,0.7
2025/7/23 11:33,P7,3F,0.43,0,0,0.91
2025/7/23 11:34,P5,B1F,0.29,0,0,0.36
2025/7/23 11:34,P5,1F,0.28,0,0,0.85
2025/7/23 11:34,P5,3F,0.78,0,2,0.82
2025/7/23 11:34,P6,1F,0.76,0,0,0.24
2025/7/23 11:34,P6,3F,0.71,2,0,0.21
2025/7/23 11:34,P7,1F,0.98,0,0,0.37
2025/7/23 11:34,P7,3F,0.07,1,0,0.43
2025/7/23 11:35,P5,B1F,0.41,1,0,0.45
2025/7/23 11:35,P5,1F,0.21,1,0,0.36
2025/7/23 11:35,P5,3F,0.66,1,0,0.17
2025/7/23 11:35,P6,1F,0.96,1,1,0.45
2025/7/23 11:35,P6,3F,0.48,0,0,0.66
2025/7/23 11:35,P7,1F,0.15,0,0,0.03
2025/7/23 11:35,P7,3F,0.66,1,0,0.21
2025/7/23 11:36,P5,B1F,0.09,1,0,0.25
2025/7/23 11:36,P5,1F,0.54,1,0,0.18
2025/7/23 11:36,P5,3F,0.46,1,1,0.89
2025/7/23 11:36,P6,1F,0.35,0,1,0.53
2025/7/23 11:36,P6,3F,0.98,1,0,0.53
2025/7/23 11:36,P7,1F,0.79,2,0,0.86
2025/7/23 11:36,P7,3F,0.08,0,0,0.46
2025/7/23 11:37,P5,B1F,0.46,0,0,0.91
2025/7/23 11:37,P5,1F,0.1,1,1,0.95
2025/7/23 11:37,P5,3F,0.44,2,0,0.07
2025/7/23 11:37,P6,1F,0.44,1,0,0.06
2025/7/23 11:37,P6,3F,0.06,0,0,0.2
2025/7/23 11:37,P7,1F,0.63,0,0,0.57
2025/7/23 11:37,P7,3F,0.08,1,0,0.34
2025/7/23 11:38,P5,B1F,0.74,0,0,0.67
2025/7/23 11:38,P5,1F,0.8,0,1,0.8
2025/7/23 11:38,P5,3F,0.1,0,0,0.62
2025/7/23 11:38,P6,1F,0.92,1,0,0.48
2025/7/23 11:38,P6,3F,0.84,1,0,0.37
2025/7/23 11:38,P7,1F,0.02,0,0,0.07
2025/7/23 11:38,P7,3F,0.9,0,0,0.55
2025/7/23 11:39,P5,B1F,0.54,0,0,0.54
2025/7/23 11:39,P5,1F,0.48,0,0,0.08
2025/7/23 11:39,P5,3F,0.44,0,0,0.01
2025/7/23 11:39,P6,1F,0.28,0,0,0.71
2025/7/23 11:39,P6,3F,0.75,0,0,0.52
2025/7/23 11:39,P7,1F,0.13,0,0,0.64
2025/7/23 11:39,P7,3F,0.59,0,0,0.76
2025/7/23 11:40,P5,B1F,0.95,1,0,0.29
2025/7/23 11:40,P5,1F,0.83,0,0,0.49
2025/7/23 11:40,P5,3F,0.69,0,0,0.73
2025/7/23 11:40,P6,1F,0.59,1,0,0.69
2025/7/23 11:40,P6,3F,0.43,0,0,0.7
2025/7/23 11:40,P7,1F,0.78,0,0,0.27
2025/7/23 11:40,P7,3F,0.24,0,0,0.82
2025/7/23 11:41,P5,B1F,0.48,0,0,0.06
2025/7/23 11:41,P5,1F,0.81,0,0,0.41
2025/7/23 11:41,P5,3F,0.87,1,0,0.46
2025/7/23 11:41,P6,1F,0.17,0,0,0.52
2025/7/23 11:41,P6,3F,0.25,0,0,0.74
2025/7/23 11:41,P7,1F,0.15,1,0,0.25
2025/7/23 11:41,P7,3F,0.1,0,0,0.26
2025/7/23 11:42,P5,B1F,0.79,0,0,0.52
2025/7/23 11:42,P5,1F,0.76,1,1,0.23
2025/7/23 11:42,P5,3F,0.63,0,0,0.46
2025/7/23 11:42,P6,1F,0.7,2,0,0.23
2025/7/23 11:42,P6,3F,0.89,0,1,0.97
2025/7/23 11:42,P7,1F,0.96,0,0,0.69
2025/7/23 11:42,P7,3F,0.12,0,0,0.18
2025/7/23 11:43,P5,B1F,0.8,0,0,0.7
2025/7/23 11:43,P5,1F,0.23,0,1,0.51
2025/7/23 11:43,P5,3F,0.29,0,0,0.2
2025/7/23 11:43,P6,1F,0.73,0,0,0.19
2025/7/23 11:43,P6,3F,0.04,0,0,0.85
2025/7/23 11:43,P7,1F,0.13,0,0,0.07
2025/7/23 11:43,P7,3F,0.05,0,0,0.98
2025/7/23 11:44,P5,B1F,0.63,1,0,0.12
2025/7/23 11:44,P5,1F,0.51,1,0,0.78
2025/7/23 11:44,P5,3F,0.84,0,0,0.09
2025/7/23 11:44,P6,1F,0.62,0,1,0.68
2025/7/23 11:44,P6,3F,0.73,1,0,0.45
2025/7/23 11:44,P7,1F,0.5,1,0,0.21
2025/7/23 11:44,P7,3F,0.26,0,0,0.88
2025/7/23 11:45,P5,B1F,0.72,0,0,0.49
2025/7/23 11:45,P5,1F,0.11,0,0,0.83
2025/7/23 11:45,P5,3F,0.99,2,1,0.31
2025/7/23 11:45,P6,1F,0.65,1,0,0.79
2025/7/23 11:45,P6,3F,0.46,0,0,0.8
2025/7/23 11:45,P7,1F,0.46,1,0,0.35
2025/7/23 11:45,P7,3F,0.09,1,1,0.91
2025/7/23 11:46,P5,B1F,0.97,0,0,0.08
2025/7/23 11:46,P5,1F,0.08,0,0,0.44
2025/7/23 11:46,P5,3F,0.98,0,0,0.47
2025/7/23 11:46,P6,1F,0.36,2,1,0.52
2025/7/23 11:46,P6,3F,0.11,0,0,0.82
2025/7/23 11:46,P7,1F,0.59,0,1,0.06
2025/7/23 11:46,P7,3F,0.84,2,0,0.77
2025/7/23 11:47,P5,B1F,0.82,0,0,0.97
2025/7/23 11:47,P5,1F,0.23,0,0,0.79
2025/7/23 11:47,P5,3F,0.84,1,2,0.3
2025/7/23 11:47,P6,1F,0.53,0,0,0.15
2025/7/23 11:47,P6,3F,0.29,0,2,0.24
2025/7/23 11:47,P7,1F,0.17,2,0,0.21
2025/7/23 11:47,P7,3F,0.93,1,1,0.86
2025/7/23 11:48,P5,B1F,0.64,0,0,0.83
2025/7/23 11:48,P5,1F,0.8,0,1,0.6
2025/7/23 11:48,P5,3F,0.02,0,0,0.09
2025/7/23 11:48,P6,1F,0.54,0,0,0.69
2025/7/23 11:48,P6,3F,0.74,0,1,0.75
2025/7/23 11:48,P7,1F,0.98,0,1,0.97
2025/7/23 11:48,P7,3F,0.97,0,0,0.63
2025/7/23 11:49,P5,B1F,0.29,0,0,0.14
2025/7/23 11:49,P5,1F,0.12,1,0,0.25
2025/7/23 11:49,P5,3F,0.03,3,1,0.97
2025/7/23 11:49,P6,1F,0.99,0,1,0.83
2025/7/23 11:49,P6,3F,0.76,1,0,0.27
2025/7/23 11:49,P7,1F,0.16,1,0,0.39
2025/7/23 11:49,P7,3F,0.74,0,1,0.61
2025/7/23 11:50,P5,B1F,0.82,1,0,0.43
2025/7/23 11:50,P5,1F,0.44,0,0,0.2
2025/7/23 11:50,P5,3F,0.51,0,0,0.18
2025/7/23 11:50,P6,1F,0.31,0,0,0.36
2025/7/23 11:50,P6,3F,0.95,0,0,0.13
2025/7/23 11:50,P7,1F,0.53,0,0,0.41
2025/7/23 11:50,P7,3F,0.28,0,1,0.93
2025/7/23 11:51,P5,B1F,0.97,1,0,0.6
2025/7/23 11:51,P5,1F,0.26,0,1,0.59
2025/7/23 11:51,P5,3F,0.79,0,0,0.35
2025/7/23 11:51,P6,1F,0.14,1,1,0.68
2025/7/23 11:51,P6,3F,0.19,1,0,0.36
2025/7/23 11:51,P7,1F,0.84,1,0,0.28
2025/7/23 11:51,P7,3F,0.89,0,0,0.31
2025/7/23 11:52,P5,B1F,0.69,0,0,0.12
2025/7/23 11:52,P5,1F,0.26,0,0,0.73
2025/7/23 11:52,P5,3F,0.28,0,0,0.05
2025/7/23 11:52,P6,1F,0.14,1,0,0.14
2025/7/23 11:52,P6,3F,0.04,1,0,0.92
2025/7/23 11:52,P7,1F,0.33,1,0,0.15
2025/7/23 11:52,P7,3F,0.71,1,0,0.4
2025/7/23 11:53,P5,B1F,0.14,0,1,0.53
2025/7/23 11:53,P5,1F,0.83,0,0,0.92
2025/7/23 11:53,P5,3F,0.01,0,2,0.78
2025/7/23 11:53,P6,1F,0.4,1,0,0.5
2025/7/23 11:53,P6,3F,0.15,1,0,0.74
2025/7/23 11:53,P7,1F,0.94,0,0,0.35
2025/7/23 11:53,P7,3F,0.88,0,1,0.28
2025/7/23 11:54,P5,B1F,0.42,1,1,0.85
2025/7/23 11:54,P5,1F,0.62,0,0,0.08
2025/7/23 11:54,P5,3F,0.8,2,0,0.39
2025/7/23 11:54,P6,1F,0.14,1,1,0.58
2025/7/23 11:54,P6,3F,0.8,1,1,0.11
2025/7/23 11:54,P7,1F,0.2,0,0,0.09
2025/7/23 11:54,P7,3F,0.16,1,2,0.22
2025/7/23 11:55,P5,B1F,0.95,1,0,0.42
2025/7/23 11:55,P5,1F,0.5,0,0,0.16
2025/7/23 11:55,P5,3F,0.14,0,0,0.66
2025/7/23 11:55,P6,1F,0.03,0,0,0.96
2025/7/23 11:55,P6,3F,0.02,0,1,0.21
2025/7/23 11:55,P7,1F,0.26,1,0,0.91
2025/7/23 11:55,P7,3F,0.39,0,0,0.66
2025/7/23 11:56,P5,B1F,0.25,0,0,0.78
2025/7/23 11:56,P5,1F,0.8,0,0,0.43
2025/7/23 11:56,P5,3F,0.78,4,0,0.07
2025/7/23 11:56,P6,1F,0.39,1,1,0.81
2025/7/23 11:56,P6,3F,0.86,0,0,0.79
2025/7/23 11:56,P7,1F,0.16,0,1,0.05
2025/7/23 11:56,P7,3F,0.54,0,0,0.97
2025/7/23 11:57,P5,B1F,0.68,0,1,0.31
2025/7/23 11:57,P5,1F,0.24,0,0,0.48
2025/7/23 11:57,P5,3F,0.69,1,1,0.64
2025/7/23 11:57,P6,1F,0.97,2,0,0.52
2025/7/23 11:57,P6,3F,0.15,1,0,0.54
2025/7/23 11:57,P7,1F,0.73,1,0,0.69
2025/7/23 11:57,P7,3F,0.69,0,1,0.18
2025/7/23 11:58,P5,B1F,0.44,1,0,0.52
2025/7/23 11:58,P5,1F,0.51,0,0,0.11
2025/7/23 11:58,P5,3F,0.46,0,1,0.52
2025/7/23 11:58,P6,1F,0.59,0,0,0.87
2025/7/23 11:58,P6,3F,0.03,1,0,0.59
2025/7/23 11:58,P7,1F,0.3,1,0,0.91
2025/7/23 11:58,P7,3F,0.95,1,0,0.17
2025/7/23 11:59,P5,B1F,0.64,0,2,0.45
2025/7/23 11:59,P5,1F,0.77,0,2,0.11
2025/7/23 11:59,P5,3F,0.27,0,0,0.94
2025/7/23 11:59,P6,1F,0.15,0,1,0.85
2025/7/23 11:59,P6,3F,0.18,0,0,0.25
2025/7/23 11:59,P7,1F,0.99,1,0,0.37
2025/7/23 11:59,P7,3F,0.49,1,0,0.99
2025/7/23 12:00,P5,B1F,0.91,0,0,0.12
2025/7/23 12:00,P5,1F,0.85,0,0,0.86
2025/7/23 12:00,P5,3F,0.19,0,0,0.01
2025/7/23 12:00,P6,1F,0,2,0,0.87
2025/7/23 12:00,P6,3F,0.98,0,0,0.08
2025/7/23 12:00,P7,1F,0.85,1,0,0.02
2025/7/23 12:00,P7,3F,0.8,0,0,0.76
2025/7/23 12:01,P5,B1F,0.98,0,0,0.95
2025/7/23 12:01,P5,1F,0.47,1,0,0.22
2025/7/23 12:01,P5,3F,0.95,0,0,0.31
2025/7/23 12:01,P6,1F,0.66,0,1,0.58
2025/7/23 12:01,P6,3F,0.04,0,0,0.3
2025/7/23 12:01,P7,1F,0.77,0,1,0.26
2025/7/23 12:01,P7,3F,0.26,1,0,0.23
2025/7/23 12:02,P5,B1F,0.76,1,0,0.69
2025/7/23 12:02,P5,1F,0.57,0,1,0.18
2025/7/23 12:02,P5,3F,0.41,1,0,0.17
2025/7/23 12:02,P6,1F,0.1,0,0,0.65
2025/7/23 12:02,P6,3F,0.95,0,0,0.9
2025/7/23 12:02,P7,1F,0.67,0,0,0.79
2025/7/23 12:02,P7,3F,0.23,0,0,0.76
2025/7/23 12:03,P5,B1F,0.76,0,0,0.38
2025/7/23 12:03,P5,1F,0.34,0,1,0.61
2025/7/23 12:03,P5,3F,0.19,0,0,0.02
2025/7/23 12:03,P6,1F,0.82,0,1,0.83
2025/7/23 12:03,P6,3F,0.89,1,0,0.97
2025/7/23 12:03,P7,1F,0.5,0,0,0.67
2025/7/23 12:03,P7,3F,0.04,0,0,0.38
2025/7/23 12:04,P5,B1F,0.99,0,0,0.67
2025/7/23 12:04,P5,1F,0.99,0,0,0.98
2025/7/23 12:04,P5,3F,0.4,2,0,0.55
2025/7/23 12:04,P6,1F,0.89,0,0,0.69
2025/7/23 12:04,P6,3F,0.48,0,0,0.37
2025/7/23 12:04,P7,1F,0.01,0,0,0.33
2025/7/23 12:04,P7,3F,0.04,0,0,0.62
2025/7/23 12:05,P5,B1F,0.59,1,0,0.75
2025/7/23 12:05,P5,1F,0.08,0,0,0.01
2025/7/23 12:05,P5,3F,0.52,0,0,0.27
2025/7/23 12:05,P6,1F,0.6,0,1,0.99
2025/7/23 12:05,P6,3F,0.48,1,1,0.24
2025/7/23 12:05,P7,1F,0.03,1,0,0.21
2025/7/23 12:05,P7,3F,0.66,0,0,0.29
2025/7/23 12:06,P5,B1F,0.24,2,0,0.24
2025/7/23 12:06,P5,1F,0.2,0,0,0.7
2025/7/23 12:06,P5,3F,0.81,0,0,0.06
2025/7/23 12:06,P6,1F,0.36,0,0,0.07
2025/7/23 12:06,P6,3F,0.02,0,0,0.28
2025/7/23 12:06,P7,1F,0.25,0,0,0.74
2025/7/23 12:06,P7,3F,0.71,1,1,0.77
2025/7/23 12:07,P5,B1F,0.73,0,1,0.2
2025/7/23 12:07,P5,1F,0.82,0,0,0.3
2025/7/23 12:07,P5,3F,0.64,0,0,0.43
2025/7/23 12:07,P6,1F,0.46,1,0,0.79
2025/7/23 12:07,P6,3F,0.14,0,1,0.84
2025/7/23 12:07,P7,1F,0.9,1,0,0.52
2025/7/23 12:07,P7,3F,0.66,2,0,0.28
2025/7/23 12:08,P5,B1F,0.19,0,0,0.75
2025/7/23 12:08,P5,1F,0.18,0,0,0.54
2025/7/23 12:08,P5,3F,0.6,1,0,0.13
2025/7/23 12:08,P6,1F,0.53,1,0,0.83
2025/7/23 12:08,P6,3F,0.29,0,0,0.38
2025/7/23 12:08,P7,1F,0.44,0,0,0.45
2025/7/23 12:08,P7,3F,0.52,0,1,0.05
2025/7/23 12:09,P5,B1F,0.24,0,0,0.23
2025/7/23 12:09,P5,1F,0.92,0,0,0.41
2025/7/23 12:09,P5,3F,0.48,0,0,0.46
2025/7/23 12:09,P6,1F,0.39,0,0,0.38
2025/7/23 12:09,P6,3F,0.1,0,0,0.86
2025/7/23 12:09,P7,1F,0.28,0,0,0.3
2025/7/23 12:09,P7,3F,0.23,1,0,0.93
2025/7/23 12:10,P5,B1F,0.92,0,1,0.65
2025/7/23 12:10,P5,1F,0.41,0,0,0.31
2025/7/23 12:10,P5,3F,0.89,0,0,0.86
2025/7/23 12:10,P6,1F,0.58,1,1,0.97
2025/7/23 12:10,P6,3F,0.78,1,1,0.99
2025/7/23 12:10,P7,1F,0.83,0,0,0.9
2025/7/23 12:10,P7,3F,0.1,0,0,0.62
2025/7/23 12:11,P5,B1F,0.45,0,0,0.7
2025/7/23 12:11,P5,1F,0.51,0,0,0.9
2025/7/23 12:11,P5,3F,0.83,0,0,0.33
2025/7/23 12:11,P6,1F,0.75,2,0,0.16
2025/7/23 12:11,P6,3F,0.65,0,0,0.33
2025/7/23 12:11,P7,1F,0.43,0,0,0.34
2025/7/23 12:11,P7,3F,0.73,0,1,0.75
2025/7/23 12:12,P5,B1F,0.89,1,0,0.92
2025/7/23 12:12,P5,1F,0.39,1,0,0.66
2025/7/23 12:12,P5,3F,0.66,0,0,0.46
2025/7/23 12:12,P6,1F,0.22,0,0,0.12
2025/7/23 12:12,P6,3F,0.37,0,0,0.4
2025/7/23 12:12,P7,1F,0.23,0,0,0.69
2025/7/23 12:12,P7,3F,0.84,0,0,0.23
2025/7/23 12:13,P5,B1F,0.05,0,0,0.94
2025/7/23 12:13,P5,1F,0.55,1,0,0.18
2025/7/23 12:13,P5,3F,0.74,0,0,0.24
2025/7/23 12:13,P6,1F,0.41,1,0,0.83
2025/7/23 12:13,P6,3F,0.4,0,0,0.27
2025/7/23 12:13,P7,1F,0.15,0,0,0.89
2025/7/23 12:13,P7,3F,0.9,0,1,0.71
2025/7/23 12:14,P5,B1F,0.16,0,0,0.06
2025/7/23 12:14,P5,1F,0.92,0,0,0.32
2025/7/23 12:14,P5,3F,0.85,0,0,0.45
2025/7/23 12:14,P6,1F,0.28,1,0,0.44
2025/7/23 12:14,P6,3F,1,2,0,0.7
2025/7/23 12:14,P7,1F,0.43,0,0,0.64
2025/7/23 12:14,P7,3F,0.97,0,0,0.41
2025/7/23 12:15,P5,B1F,0.98,0,0,0.92
2025/7/23 12:15,P5,1F,0.74,0,0,0.58
2025/7/23 12:15,P5,3F,0.49,1,1,0.92
2025/7/23 12:15,P6,1F,0.6,0,0,0.26
2025/7/23 12:15,P6,3F,0.85,0,0,0.74
2025/7/23 12:15,P7,1F,0.03,1,0,0.59
2025/7/23 12:15,P7,3F,0.57,0,0,0.1
2025/7/23 12:16,P5,B1F,0.48,0,0,0.46
2025/7/23 12:16,P5,1F,0.4,0,0,0.21
2025/7/23 12:16,P5,3F,0.33,0,0,0.28
2025/7/23 12:16,P6,1F,0.39,0,0,0.4
2025/7/23 12:16,P6,3F,0.47,0,0,0.46
2025/7/23 12:16,P7,1F,0.14,1,1,0.9
2025/7/23 12:16,P7,3F,0.53,0,1,0.73
2025/7/23 12:17,P5,B1F,0.72,0,0,0.27
2025/7/23 12:17,P5,1F,0.24,0,0,0.16
2025/7/23 12:17,P5,3F,0.71,1,0,0.3
2025/7/23 12:17,P6,1F,0.85,0,0,0.73
2025/7/23 12:17,P6,3F,0.23,1,0,0.81
2025/7/23 12:17,P7,1F,0.83,1,0,0.55
2025/7/23 12:17,P7,3F,0.48,0,0,0.75
2025/7/23 12:18,P5,B1F,0.85,1,0,0.68
2025/7/23 12:18,P5,1F,0.66,0,0,0.35
2025/7/23 12:18,P5,3F,0.21,0,0,0.38
2025/7/23 12:18,P6,1F,0.44,0,0,0.97
2025/7/23 12:18,P6,3F,0.46,0,0,0.11
2025/7/23 12:18,P7,1F,0.78,2,0,0.79
2025/7/23 12:18,P7,3F,0.7,1,1,0.99
2025/7/23 12:19,P5,B1F,0.13,1,1,0.32
2025/7/23 12:19,P5,1F,0.01,2,0,0.74
2025/7/23 12:19,P5,3F,0.96,1,0,0.62
2025/7/23 12:19,P6,1F,0.92,2,0,0.87
2025/7/23 12:19,P6,3F,0.92,2,0,0.28
2025/7/23 12:19,P7,1F,0.7,1,0,0.54
2025/7/23 12:19,P7,3F,0.86,1,0,0.31
2025/7/23 12:20,P5,B1F,0.43,2,0,0.4
2025/7/23 12:20,P5,1F,0.39,3,0,0.54
2025/7/23 12:20,P5,3F,0.22,0,0,0.46
2025/7/23 12:20,P6,1F,0.43,0,0,0.85
2025/7/23 12:20,P6,3F,0.21,1,1,0.69
2025/7/23 12:20,P7,1F,0.31,0,2,0.36
2025/7/23 12:20,P7,3F,0.46,0,1,0.82
2025/7/23 12:21,P5,B1F,0.32,0,0,0.66
2025/7/23 12:21,P5,1F,0.27,0,0,0.72
2025/7/23 12:21,P5,3F,0.17,1,1,0.82
2025/7/23 12:21,P6,1F,0.93,0,0,0.85
2025/7/23 12:21,P6,3F,0.52,1,0,0.74
2025/7/23 12:21,P7,1F,0.23,1,0,0.86
2025/7/23 12:21,P7,3F,0.53,1,0,0.63
2025/7/23 12:22,P5,B1F,0.87,0,0,0.56
2025/7/23 12:22,P5,1F,0.06,2,0,0.09
2025/7/23 12:22,P5,3F,0.72,0,1,0.03
2025/7/23 12:22,P6,1F,0.59,0,0,0.4
2025/7/23 12:22,P6,3F,0.82,1,0,0.47
2025/7/23 12:22,P7,1F,0.66,0,1,0.21
2025/7/23 12:22,P7,3F,0.67,0,0,0.37
2025/7/23 12:23,P5,B1F,0.45,1,1,0.52
2025/7/23 12:23,P5,1F,0.46,0,1,0.29
2025/7/23 12:23,P5,3F,0.14,1,0,0.22
2025/7/23 12:23,P6,1F,0.82,0,0,0.35
2025/7/23 12:23,P6,3F,0.11,0,1,0.71
2025/7/23 12:23,P7,1F,0.71,0,0,0.97
2025/7/23 12:23,P7,3F,0.65,0,0,0.84
2025/7/23 12:24,P5,B1F,0.49,1,0,0.92
2025/7/23 12:24,P5,1F,0.85,1,0,0.1
2025/7/23 12:24,P5,3F,0.73,0,0,0.52
2025/7/23 12:24,P6,1F,0.5,0,0,0.8
2025/7/23 12:24,P6,3F,0.02,0,0,0.72
2025/7/23 12:24,P7,1F,0.36,1,0,0.14
2025/7/23 12:24,P7,3F,0.96,0,0,0.02
2025/7/23 12:25,P5,B1F,0.44,1,0,0.34
2025/7/23 12:25,P5,1F,0.82,1,0,0.29
2025/7/23 12:25,P5,3F,0.84,0,0,0.95
2025/7/23 12:25,P6,1F,0.4,0,0,0.99
2025/7/23 12:25,P6,3F,0.64,0,0,0.78
2025/7/23 12:25,P7,1F,0.78,0,0,0.37
2025/7/23 12:25,P7,3F,0.97,2,0,0.27
2025/7/23 12:26,P5,B1F,0.57,1,0,0.86
2025/7/23 12:26,P5,1F,0.17,0,0,0.99
2025/7/23 12:26,P5,3F,0.26,0,1,0.83
2025/7/23 12:26,P6,1F,0.82,0,1,0.67
2025/7/23 12:26,P6,3F,0.07,1,1,0.4
2025/7/23 12:26,P7,1F,0.43,1,0,0.93
2025/7/23 12:26,P7,3F,0.73,1,0,0.99
2025/7/23 12:27,P5,B1F,0.17,0,0,0.27
2025/7/23 12:27,P5,1F,0.6,0,1,0.31
2025/7/23 12:27,P5,3F,0.08,0,0,0.36
2025/7/23 12:27,P6,1F,0.16,0,0,0.57
2025/7/23 12:27,P6,3F,0.16,0,1,0.41
2025/7/23 12:27,P7,1F,0.03,1,0,0.22
2025/7/23 12:27,P7,3F,0.08,1,0,0.8
2025/7/23 12:28,P5,B1F,0.36,1,0,0.56
2025/7/23 12:28,P5,1F,0.94,1,0,0.54
2025/7/23 12:28,P5,3F,0.11,0,0,0.57
